ZorgproductOmschrijving;Tarief
Vitrificatie en opslag eicellen zonder medische indicatie, eenmalig kosten.;591,71
Vitrificatie en opslag eicellen bij een medische indicatie, per jaar.;44,34
Vitrificatie en opslag eicellen zonder medische indicatie, per jaar.;46,86
Vitrificatie en opslag eicellen bij een medische indicatie, onderzoek eicellen.;43,66
Vitrificatie en opslag eicellen zonder medische indicatie, onderzoek eicellen.;22,05
Niet invasieve prenatale test (NIPT) bij Trident-1 studie voor hoog-risico zwangeren.;848,45
Algemeen chromosoomonderzoek voor identificatie van numerieke en structurele afwijkingen d.m.v. karyotypering.;917,32
Gericht chromosoomonderzoek voor identificatie van chromosomale afwijkingen m.b.v. FISH.;803,58
Moleculair onderzoek naar copy number variations (CNVs) of regions of homozygosity (ROHs) in het genoom.;811,02
Moleculair onderzoek naar een specifiek gendefect, dragerschapsonderzoek.;551,11
Moleculair onderzoek naar gendefecten in een specifiek gen.;855,67
Moleculair onderzoek naar gendefecten in een specifieke set van genen, genpanelonderzoek.;1737,81
Moleculair onderzoek naar pathogene overge?rfde of de novo mutaties in het exoom.;1772,29
Vervolgonderzoek op basis van bestaande labdata naar gendefecten in 1 of meerdere genen.;629,11
Telefonische zitting (per kwartier) (di?tetiek).;16,39
Individueel dieetvoorschrift (per kwartier).;16,33
Di?tetiek als onderdeel van geco?rdineerde multidisciplinaire zorgverlening aan pati?nten met DM, COPD en VRM (per kwartier.);17,18
Uittoeslag bij di?tetiek als onderdeel van geco?rdineerde multidisciplinaire zorgverlening aan pati?nten met DM, COPD en VRM.;24,28
Groepsbehandeling bij di?tetiek als onderdeel van geco?rdineerde multidisciplinaire zorgverlening aan pati?nten met DM, COPD en VRM (per pati?nt, per kwartier).;14,76
Eerste optometrisch onderzoek (binoculair).;74,8
Voortgezette optometrische behandeling per bezoek (binoculair).;53,56
Preventieve optometrische screening.;55,98
Screening (intake) orthoptie.;36,99
Uitgebreid vervolg orthoptisch onderzoek.;72,42
Toeslag voor eenmalige behandeling op de werkplek (oefentherapie).;54,32
Instructie/overleg ouders/verzorgers van de pati?nt (logopedie).;34,43
Toeslag voor eenmalige behandeling op de werkplek (fysiotherapie).;54,32
Toeslag voor eenmalige behandeling op de werkplek (ergotherapie).;54,27
Instructie/overleg ouders/verzorgers van de pati?nt (ergotherapie).;17,67
Groepszitting voor behandeling van twee personen (ergotherapie).;8,81
Individuele zitting handergotherapie.;17,18
Individuele zitting kinderergotherapie.;17,22
Verslaglegging aan derden (ergotherapie).;53,06
Toeslag voor behandeling in een instelling (ergotherapie), per pati?nt, per dag.;55,02
Groepszitting voor behandeling van meer dan tien personen (ergotherapie).;54,67
Groepszitting voor behandeling van vijf tot en met tien personen (ergotherapie).;3,58
Groepszitting voor behandeling van vier personen (ergotherapie).;4,4
Groepszitting voor behandeling van drie personen (ergotherapie).;5,88
Telefonische zitting (ergotherapie).;52,81
Eenmalig onderzoek (ergotherapie).;17,14
Intake en onderzoek na verwijzing (ergotherapie).;17,38
Screening en intake en onderzoek (ergotherapie).;17,36
Intake en onderzoek na screening (ergotherapie).;17,36
Individuele zitting reguliere oefentherapie.;26,93
Verslaglegging aan derden (oefentherapie).;53,11
Screening en intake en onderzoek (oefentherapie).;39,99
Telefonische zitting (oefentherapie).;41,86
Lange zitting voor een aantal specifieke aandoeningen (oefentherapie).;41,33
Intake en onderzoek na verwijzing (oefentherapie).;40,56
Eenmalig kinderoefentherapeutisch rapport.;40,26
Toeslag voor behandeling aan huis (oefentherapie), per pati?nt, per dag.;13,76
Individuele zitting kinderoefentherapie.;40,18
Instructie / overleg ouders/verzorgers van de pati?nt (oefentherapie).;41,33
Screening (oefentherapie).;12,87
Intake en onderzoek na screening (oefentherapie).;26,84
Individuele zitting psychosomatische oefentherapie.;27,11
Groepszitting voor behandeling van meer dan tien personen (oefentherapie).;43,33
Toeslag voor behandeling in een instelling (oefentherapie), per pati?nt, per dag.;43,61
Individuele zitting stotteren (logopedie).;67,72
Individuele zitting afasie (logopedie).;67,53
Behandeling volgens het Hanen-ouderprogramma PDMT (Praten doe je met z?n twee?n) (logopedie).;2589,56
Groepsbehandeling Integrale Zorg Stotteren (IZS) - per dagdeel (logopedie).;118,1
Overleg met derden te declareren aan derden (logopedie).;87,24
Verslaglegging aan derden te declareren aan derden (logopedie).;87,81
Toeslag voor behandeling aan huis (logopedie), per pati?nt, per dag.;19,64
Screening (logopedie).;16,15
Anamnese en onderzoek na screening (logopedie).;65,1
Anamnese en onderzoek na verwijzing (logopedie).;65,16
Screening, anamnese en onderzoek (logopedie).;81,76
Individuele zitting telelogopedie stotteren.;67,85
Individuele zitting telelogopedie afasie.;67,66
Toeslag voor behandeling in een instelling (logopedie), per pati?nt, per dag.;25,23
Screening en intake en onderzoek (fysiotherapie).;39,99
Verslaglegging aan derden (fysiotherapie).;26,66
Lange zitting voor een aantal specifieke aandoeningen (logopedie).;54,32
Intake en onderzoek na screening (per kwartier) (di?tetiek).;16,74
Screening en intake en onderzoek (per kwartier) (di?tetiek).;16,74
Intake en onderzoek na verwijzing (per kwartier) (di?tetiek).;16,76
Individuele zitting di?tetiek (per kwartier).;16,51
Groepszitting voor behandeling van twee personen (di?tetiek).;8,39
Groepszitting voor behandeling van drie personen (di?tetiek).;5,57
Groepszitting voor behandeling van vier personen (di?tetiek).;4,22
Groepszitting voor behandeling van vijf tot en met tien personen (di?tetiek).;3,4
Groepszitting voor behandeling van meer dan tien personen (di?tetiek).;3,27
Toeslag voor behandeling aan huis (di?tetiek), per pati?nt, per dag.;29,88
Toeslag voor behandeling in een instelling (di?tetiek), per pati?nt, per dag.;30,12
Screening bij directe toegang (di?tetiek).;16,46
Individuele zitting geriatrie fysiotherapie.;26,93
Individuele zitting psychosomatische fysiotherapie.;27,11
Individuele zitting reguliere fysiotherapie.;26,93
Individuele zitting kinderfysiotherapie.;40,18
Groepszitting voor behandeling van vijf tot en met tien personen (fysiotherapie).;15,31
Individuele zitting manuele fysiotherapie.;39,09
Eenmalig onderzoek (fysiotherapie).;52,6
Individuele zitting oedeemtherapie (fysiotherapie).;40,6
Groepszitting voor behandeling van twee personen (fysiotherapie).;27,13
Groepszitting voor behandeling van drie personen (fysiotherapie).;24,53
Groepszitting voor behandeling van vier personen (fysiotherapie).;19,27
Individuele zitting (ergotherapie).;17,15
Toeslag voor behandeling aan huis (ergotherapie), per pati?nt, per dag.;29,68
Individuele zitting bekkenfysiotherapie.;40,18
Groepszitting voor behandeling van meer dan tien personen (fysiotherapie).;43,33
Instructie/overleg ouders/verzorgers van de pati?nt (fysiotherapie).;41,25
Individuele zitting reguliere logopedie.;33,67
Eenmalig onderzoek (logopedie).;67,02
Individuele zitting preverbale logopedie.;67,66
Lange zitting voor een aantal specifieke aandoeningen (fysiotherapie).;41,33
Telefonische zitting (fysiotherapie).;10,57
Screening (fysiotherapie).;12,87
Intake en onderzoek na screening (fysiotherapie);26,81
Intake en onderzoek na verwijzing (fysiotherapie);40,53
Eenmalig kinderfysiotherapeutisch rapport.;40,26
Eenmalig onderzoek (oefentherapie).;52,6
Groepszitting voor behandeling van twee personen (oefentherapie).;27,13
Groepszitting voor behandeling van drie personen (oefentherapie).;24,53
Groepszitting voor behandeling van vier personen (oefentherapie).;19,27
Groepszitting voor behandeling van vijf tot en met tien personen (oefentherapie).;15,31
Toeslag voor behandeling aan huis (fysiotherapie), per pati?nt, per dag.;13,76
Screening (ergotherapie).;16,99
Telefonische zitting (logopedie).;21,35
Individuele zitting reguliere telelogopedie.;33,79
Toeslag voor behandeling in een instelling (fysiotherapie).;42,74
Groepszitting voor behandeling van twee personen (logopedie).;51,69
Groepszitting voor behandeling van drie personen (logopedie).;34,44
Groepszitting voor behandeling van vier personen (logopedie).;25,85
Groepszitting voor behandeling van vijf tot en met tien personen (logopedie).;14,98
Behandeling volgens het Hanen-ouderprogramma MDW (Meer dan woorden) (logopedie).;55,02
Collectief maximum tijdstarief mondzorg aan bijzondere zorggroepen - per 5 minuten.;21,39
Spermabank, eenmalige initi?le kosten.;124,31
Spermabank, per jaar.;62,37
Spermabank, spermaonderzoek.;65,16
Reiskostenvergoeding levende donor per kilometer.;0,81
Consult niet-basispakketzorg - basis of gespecialiseerde geestelijke gezondheidszorg (inclusief jeugd-ggz).;105,25
Verblijf niet-basispakketzorg - basis of gespecialiseerde geestelijke gezondheidszorg (inclusief jeugd ggz).;342,56
Zorgco?rdinatie, per pati?nt, per uur - jeugd geestelijke gezondheidszorg.;54,72
Consultatie, per pati?nt, per uur - jeugd geestelijke gezondheidszorg.;54,52
Consultatie bij euthanasieverzoeken op grond van psychisch lijden.;226,57
Toeslag per verblijfsdag per extreem vlucht- en beheersgevaarlijke (EVBG) TBS pati?nt - forensische zorg.;219,21
Uurtarief bijzondere tandheelkundige behandelingen van verstandelijk en/of lichamelijk bijzondere zorggroepen.;113,91
Verdoving door middel van een roesje (sedatie) bij bijzondere tandheelkundige behandelingen.;112,09
Verdoving door middel van algehele narcose (anesthesie) bij bijzondere tandheelkundige behandelingen.;113
Toeslag lachgassedatie bij poliklinische bevalling niet door een gynaecoloog.;470,81
Plaatsing multifocale in plaats van monofocale kunststof lens op verzoek pati?nt, meerkosten (per oog).;1085,65
Plaatsing monofocaal torische in plaats van monofocale kunststof lens op verzoek pati?nt, meerkosten (per oog).;678,93
Plaatsing multifocaal torische in plaats van monofocale kunststof lens op verzoek pati?nt, meerkosten (per oog).;1267,18
Meerkosten plaatsing extra intraoculaire kunststof lens v½½r de monofocale kunststof lens op verzoek van de pati?nt (per oog), uitgevoerd in dezelfde sessie als de cataractextractie.;360,87
Supplementaire operatieve behandeling vaatlijden stamvene onderste extremiteit, open procedure, en hieraan gerelateerde zorg, op verzoek van pati?nt.;117,86
Supplementaire endoveneuze behandeling vaatlijden stamvene onderste extremiteit (exclusief Clarivein, zie 199886) en hieraan gerelateerde zorg, op verzoek pati?nt.;119,27
Supplementaire flebectomie volgens Muller of transilluminated aangedreven flebectomie en hieraan gerelateerde zorg, op verzoek pati?nt.;116,44
Supplementaire sclerocompressietherapie (exclusief echogeleide sclerocompressietherapie) en hieraan gerelateerde zorg, op verzoek pati?nt.;116,74
Supplementaire echogeleide sclerocompressietherapie en hieraan gerelateerde zorg, op verzoek pati?nt.;113
Supplementaire mechano-chemische endoveneuze ablatiebehandeling (Clarivein) en hieraan gerelateerde zorg, op verzoek pati?nt.;115,43
Operatieve verwijdering benigne tumor op verzoek van pati?nt, na consult i.v.m. een verdachte huidlaesie.;562,76
Dermatologische laserbehandeling benigne tumor op verzoek van pati?nt, na consult i.v.m. een verdachte huidlaesie.;567,28
Verwijdering benigne tumor d.m.v. coagulatie of cryotherapie op verzoek van pati?nt, na consult i.v.m. een verdachte huidlaesie.;574,32
Dermabrasie of shaving van Rhinophym op verzoek van pati?nt, na behandeling met medicatie. Bijbetaling meerkosten.;567,28
Dermatologische laserbehandeling van Rhinophym op verzoek van pati?nt, na behandeling met medicatie. Bijbetaling meerkosten.;572,31
Coagulatie of cryotherapie van Rhynophym op verzoek van pati?nt, na behandeling met medicatie. Bijbetaling meerkosten.;569,29
Dermatologische laserbehandeling van overbeharing op verzoek van pati?nt, nadat een onderliggende aandoening dmv bloedonderzoek is uitgesloten. Bijbetaling meerkosten.;593,91
Sterilisatie door middel van vasectomie en hieraan gerelateerde zorg op verzoek pati?nt als bijkomende ingreep bij een andere operatie op medische indicatie.;412,22
Circumcisie en hieraan gerelateerde zorg op verzoek pati?nt als bijkomende ingreep bij een andere operatie op medische indicatie.;402,37
Plaatsen nieuwe mammaprothese op verzoek van pati?nt en hieraan gerelateerde zorg, nadat oude prothese op medische indicatie verwijderd is.;579,84
Sterilisatie van de vrouw (en hieraan gerelateerde zorg) op verzoek van pati?nt als bijkomende ingreep tijdens een sectio caesarea.;1633,71
Sterilisatie van de vrouw (en hieraan gerelateerde zorg) op verzoek van pati?nt als bijkomende ingreep bij een andere operatie op medische indicatie, exclusief tijdens sectio caesarea (zie 199906).;1727,8
Techniekkosten mondziekten en kaakchirurgie.;1030,88
Vacatiegelden, per uur.;52,91
Assistentie bij een kaakchirurgische verrichting.;45,04
Tumor van orbita en decompressie van het orbitadak.;1150,74
Operatieve verwijdering van nervus infraorbitalis of nervus alveolaris inferior of verleggen van nervus mentalis.;300,43
Zenuwhechting, al dan niet met behulp van de operatiemicroscoop.;705,26
Exenteratio orbitae.;1319,06
Hechten van een gescheurd ooglid met gescheurde ooglidrand en herstel van een primair ooglid coloboom.;429,03
Blepharoplastiek van een ooglid, respectievelijk correctie ptosis wenkbrauw.;232,73
Laterale canthopexie.;414,82
Enkelzijdige transnasale mediale canthopexie.;706,85
Herstel binnen of buiten ooghoek.;403,32
Dagverpleging kaakchirurgie.;294,44
Verpleegdag kaakchirurgie.;396,49
Correctief chirurgische behandeling van de deformiteiten aan het benige neusskelet, met laterale osteotomie.;334,34
Correctieve ingrepen aan cartilagines laterales en/of ter correctie van de neusvleugels en vestibulum nasi. Zowel enkel- als dubbelzijdig.;795,58
Septum correctie met mobilisatie en repositie van kraakbeen met mediale osteotomie en eventuele conchotomie.;261,59
Repositie verse gecompliceerde neusfractuur met uitgebreid wondtoilet of uitgebreide bloedige repositie bij verse septumfractuur.;714,55
Plastische sluiting oro-antrale perforatie.;163,93
Tracheotomie.;1052,83
Diagnostische directe laryngoscopie, inclusief eventuele proefexcisie(s).;50,98
Verwijdering van een branchiogene cyste, mediane halscyste, halsfistel of glomustumor.;1176,82
Diagnostische bronchoscopie, inclusief een of meerdere proefexcisies, curettage en/of afzuigen van materiaal voor cytologisch en/of pathologisch onderzoek.;234,66
Onderbinden van groot bloedvat.;510,48
Radicale halsklieruitruiming.;2370,15
Regionale klierdissectie, enkelzijdig.;1799,6
Diagnostische lymfklierextirpatie, supra- of infraclaviculair.;1321,52
Consult.;72,11
Behandeling loge-abcessen.;177,92
Operatieve verwijdering van grote benigne tumoren en cysten in kaak of weke delen (excl. kaakcysten groter dan 1/4 van het kaakvolume, zie 234012).;174,2
Operatieve verwijdering van kaakcysten groter dan 1/4 van het kaakvolume en operaties aan de sinus maxillaris.;602,94
Extirpatie frenulum labii en linguae.;102,07
Parodontale chirurgie aan ??n element.;87,24
Parodontale chirurgie aan alle aanwezige frontelementen per kaak of aan alle aanwezige postcaniene elementen per kaakhelft.;155,21
Parodontale chirurgie aan alle aanwezige elementen per kaakhelft.;177
Preventieve parodontale behandeling aan alle aanwezige frontelementen per kaak, of aan alle aanwezige postcaniene elementen per kaakhelft.;128,08
Preventieve parodontale behandeling per kaakhelft.;139,14
Ongecompliceerde extractie van ??n of meerdere gebitselementen in ??n kaakhelft.;47,97
Extracties in algehele anesthesie van ??n of meerdere elementen in ??n kaakhelft.;435,42
Extractie in algehele anesthesie van ??n of meerdere elementen in elke volgende kaakhelft.;146,49
Operatieve verwijdering van ??n of meerdere gebitselementen of ??n of meerdere radices of een corpus alienum per kaakhelft - met splijten van het mucoperiost.;187,92
Apexresectie per kaak, inclusief ??n behandelde wortel(inclusief eventueel noodzakelijke wortelkanaalbehandeling, kanaalvulling en/of apicale afsluiting).;151,92
Behandeling van ??n of meer geluxeerde elementen, replantatie en/of transplantatie van elementen en/of behandeling van een fractuur van de processus alveolaris, per kaak (inclusief eventueel spalken).;197,2
Excisie torus palatinus of mandibularis en/of correctie linea mylohyoidea of processus alveolaris per kaak.;260,83
Omslagplooi plastiek met behulp van een vrij transplantaat frontgedeelte of per kaakhelft inclusief het winnen van het transplantaat.;285,36
Uitgebreide correctie articulatie bij kaakgewrichtsklachten of bij parodontale aandoeningen, inclusief afdrukken en gnathologische registratietechnieken.;147,85
Kleine verrichtingen, zoals uitgebreid operatief wondtoilet (niet als nabehandeling van eigen ingreep), uitgebreide proefexcisie of biopsie.;99,24
Vestibulum- of mondbodemplastiek en/of correctie processus alveolaris door middel van alloplastisch materiaal, frontgedeelte of per kaakhelft.;209,17
Correctie van edentate deel van kaak met bijbehorende weke delen, b.v. excisie van irritatie-hyperplasieen, flabby ridges, tubercorrectie, verwijd.meerdere exostosen per kaak, bindweefseltranspl.;180,6
Vrij prepareren van een ge?mpacteerd element.;193,21
Vrij prepareren met aanbrengen van een ligatuur of extensie.;188,47
Extirpatie van de gehele tong.;3348,63
Extirpatie van een gedeelte van de tong.;855,59
Primaire behandeling van gehemelte-spleten in het voorste deel van het palatum.;616,91
Primaire behandeling van gehemelte-spleten in het achterste deel van het palatum.;406,49
Extirpatie tumor weke delen van de mond.;132,16
Mandibulair Repositie Apparaat (MRA).;256,48
Controlebezoek MRA.;38,6
Reparatie MRA met afdruk.;77,64
Resectieprothese, obturatorklos, bestralingsmoulage, gelaatsprothese en schedelplaat.;440,05
Tijdelijke intra-orale voorzieningen, zoals bijvoorbeeld opbeetspalk, beschermplaatje, wafer, Herbst, inclusief het nemen van afdrukken.;184,79
Verwijdering speekselsteen, per klier en/of ductus.;180,84
Parti?le extirpatie van het oppervlakkige deel van de glandula parotis.;713,41
Totale extirpatie van het oppervlakkige deel van de glandula parotis.;1191,27
Extirpatie glandula submandibularis, glandula sublingualis of lymfeklier(en).;1019,11
Totale parotidectomie.;1981,48
Operatie van een speekselfistel.;581,73
Apexresectie, elke volgende wortel.;86,37
Plaatsen elk volgend implantaat (per kaak, excl. kosten implantaten).;217,41
Sequestrotomie of decorticatie bij osteomyelitis.;265,59
Resectie van halve bovenkaak.;1206,19
Resectie van totale bovenkaak.;1308,07
Resectie van halve onderkaak.;3014,07
Resectie van totale onderkaak.;4906,77
Commando-operatie.;3377,73
Correctie van benige kin, corticotomie ten behoeve van rapid expansion.;1230,37
Osteotomie/distractie van de processus alveolaris frontgedeelte of per kaakhelft.;1535,6
Osteotomie/distractie van het os zygomaticum of van de maxilla volgens le Fort I, alsmede decompressie van de orbita.;2315,74
Overbruggen van een gnathoschisis met bottransplantaat of kaakreconstructie met allo- of autotransplantaat of reconstructie kaakgewricht.;2005,96
Osteotomie/distractie van de mandibula enkelzijdig of frontgedeelte.;2452,68
Osteotomie/distractie maxilla volgens le Fort II.;2371,91
Osteotomie/distractie maxilla volgens le Fort III.;3185,83
Permandibulair implantaat.;484,32
Behandeling van fracturen, per kaak, bijvoorbeeld met behulp van spalken, brackets, IMF-schroeven.;527,38
Operatieve behandeling van een enkelvoudige mandibula-fractuur.;1163,69
Operatieve behandeling van een meervoudige mandibula-fractuur of van een maxilla- of zygoma-fractuur.;1054,75
Het plaatsen van bone-anchors (Bollard of vergelijkbaar) als zelfstandige ingreep (niet bij osteotomie, fractuur of reconstructie), per kaak.;307,73
Resectie van het tuberculum articulare, extirpatie of repositie discus articularis, condylotomie, condylar shave of condylectomie, enkelzijdig.;1195,17
Plaatsen van eerste permucosale implantaat (per kaak, excl. kosten implantaat).;399,9
Kosten implantaten.;314,04
Vrijleggen van implantaat/implantaten, in geval van 2 fasen: de tweede fase (per kaak).;122,18
Operatieve verwijdering van osteosynthese materiaal/distractor per kaakhelft.;414,73
Verlengen, verkorten of uitsnijden van pezen, fasci?n of spieren.;902,12
Operatie van grote en gecompliceerde gezwellen.;802,72
Behandeling uitgebreide weke delen letsels in het gelaat.;286,68
Openen van bot voor het verkrijgen van een autotransplantaat, inclusief transplantatie van het bot of kraakbeen.;969,16
Thierschplastiek.;400,56
Kleine en/of weinig gecompliceerde transpositie, transpositie van huid of opschuifplastiek.;184,71
Grote of gecompliceerde transpositie door direct of indirect gesteelde transpositie van huid.;1137,15
Schriftelijke informatieverstrekking aan bedrijfsarts of verzekeringsarts.;86,81
Eenvoudige, korte rapporten.;69,55
Meer gecompliceerde, tijdrovende rapporten.;169,27
Transpositie van een huidspierlap naar een defect in mondholte, pharynx, larynx en/ of oesophagus.;2743,36
Primaire behandeling van congenitale lipspleten, enkelzijdig.;888,32
Pharyngoplastiek.;662,26
Facelift enkelzijdig, respectievelijk rhytidectomie van gelaat en hals met zogenaamde smash-plastiek.;815,56
Liposuctie van het submentale gebied, de regio pectoralis, het onderbeen of de onderarm, enkelzijdig, uitgezonderd het submentale gebied totaal.;578,54
Nasopharyngoscopie, uitgevoerd door middel van optiek via de oropharynx, al dan niet met proefexcisie(s), inclusief nasendoscopie.;370,45
Inbrengen r?ntgencontrastvloeistof (sialografie, arthrografie).;107,42
Uitgebreide analyse en verslaglegging ten behoeve van r?ntgenschedelonderzoek (2D).;83,33
Maken r?ntgenfoto (2D) ten behoeve van gebitsonderzoek en/of schedelonderzoek, elk maximaal ??nmaal per dag te declareren.;35,44
Beoordelen r?ntgengebitsonderzoek (2D), ongeacht aantal en soort opnamen, inclusief eventuele controlefoto(s) en inclusief bespreking met pati?nt - maximaal ??nmaal per dag te declareren.;68,91
Beoordelen r?ntgenschedelonderzoek (2D).;60,41
Maken meerdimensionale kaakopname (b.v. cone beam-CT (CBCT)).;137,55
Beoordelen meerdimensionale kaakopname (b.v. cone beam-CT (CBCT)), inclusief bespreking met de pati?nt.;57,31
Functieonderzoek speekselklieren.;90,98
Arthroscopie, diagnose en lavage.;357,3
Antroscopie.;141,37
Nemen van afdrukken van boven- en onderkaak voor studiemodellen of het bruikbaar maken van bestaande gebitsprothesen per kaak.;76,55
Proefoperatie op model (al dan niet in articulator).;97,92
Voedingsvoorlichting.;52,06
Lasertherapie bij een seksueel overdraagbare aandoening (SOA);255,24
Kleine operatie bij een seksueel overdraagbare aandoening (SOA);473,63
Operatie bij een seksueel overdraagbare aandoening (SOA);606,47
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij een seksueel overdraagbare aandoening (SOA);386,25
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een seksueel overdraagbare aandoening (SOA);153,74
Lasertherapie bij een virusinfectie van de huid of slijmvliezen;319,87
Operatie beperkt bij een virusinfectie van de huid of slijmvliezen;377,6
Operatie bij een virusinfectie van de huid of slijmvliezen;814,97
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij een virusinfectie van de huid of slijmvliezen;338,33
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een virusinfectie van de huid of slijmvliezen;121,54
Ingewikkelde operatie aan de wervelkolom tijdens een ziekenhuisopname bij een infectie van de wervelkolom;14689,34
Ingewikkelde operatie aan de wervelkolom bij een infectie van de wervelkolom;5698,46
Operatie aan de wervelkolom tijdens een ziekenhuisopname bij een infectie van de wervelkolom;4981,78
Operatie aan de wervelkolom bij een infectie van de wervelkolom;4059,29
Operatie bij Borstkanker;4171,02
Hersteloperatie van de borst(en) bij borstkanker;8514,97
Onderzoek(en) en/of behandeling(en) bij borstkanker;653,35
Uitgebreide operatie tijdens een ziekenhuisopname bij baarmoederhalskanker;8991,78
Uitgebreide operatie bij baarmoederhalskanker;3062,88
Onderzoek tijdens een ziekenhuisopname bij baarmoederhalskanker;7048,71
Onderzoek bij Baarmoederhalskanker;2892,73
Operatie tijdens een ziekenhuisopname bij baarmoederhalskanker;4227,66
Operatie bij baarmoederhalskanker;1733,23
Uitgebreide operatie en diagnostiek tijdens een ziekenhuisopname bij baarmoederkanker;14362,95
Uitgebreide en diagnostiek operatie bij baarmoederkanker;5292,55
Onderzoek tijdens een ziekenhuisopname bij baarmoederkanker;7208,28
Onderzoek bij Baarmoederkanker;2342,68
Zeer uitgebreide operatie tijdens een ziekenhuisopname bij eierstok/eileiderkanker;17756,35
Zeer uitgebreide operatie bij eierstok/eileiderkanker;7666,37
Uitgebreide operatie en diagnostiek tijdens een ziekenhuisopname bij eierstok/eileiderkanker;10764,33
Uitgebreide en diagnostiek operatie bij eierstok/eileiderkanker;3636,89
Onderzoek tijdens een ziekenhuisopname bij eierstok/eileiderkanker;4351,9
Onderzoek bij eierstok/eileiderkanker;1179,3
Uitgebreide operatie en diagnostiek tijdens een ziekenhuisopname bij kanker aan de vrouwelijke geslachtsorganen;10177,59
Uitgebreide en diagnostiek operatie bij kanker aan de vrouwelijke geslachtsorganen;2258,27
Onderzoek tijdens een ziekenhuisopname bij kanker aan de vrouwelijke geslachtsorganen;6184,53
Onderzoek bij kanker aan de vrouwelijke geslachtsorganen;2488,65
Operatie tijdens een ziekenhuisopname bij kanker aan de vrouwelijke geslachtsorganen;3607,07
Operatie bij kanker aan de vrouwelijke geslachtsorganen;1744,82
Uitgebreide operatie en/of uitgebreide lymfklieroperatie bij goedaardig of kwaadaardig gezwel aan de mannelijke geslachtsorganen of kiemceltumor;3641,43
Uitgebreide operatie en/of uitgebreide lymfklieroperatie tijdens een ziekenhuisopname bij goedaardig of kwaadaardig gezwel aan de mannelijke geslachtsorganen of kiemceltumor;5074,11
Uitgebreide operatie bij prostaatkanker;15513,25
Uitgebreide operatie met lymfeklieroperatie bij prostaatkanker;19868,33
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij goedaardig of kwaadaardig gezwel aan de mannelijke geslachtsorganen of kiemceltumor;656,4
Kijkoperatie in de buikholte en/of wegbranden van weefsel bij prostaatkanker;6662,72
Kijkoperatie in de buikholte en/of wegbranden van weefsel tijdens een ziekenhuisopname bij prostaatkanker;12604,66
Operatief verwijderen van lymfeklieren met kijkoperatie in de buikholte en/of wegbranden van weefsel bij prostaatkanker;7435,68
Operatief verwijderen van lymfeklieren met kijkoperatie in de buikholte en/of wegbranden van weefsel tijdens een ziekenhuisopname bij prostaatkanker;16365,44
Kijkoperatie en/of verwijderen van weefsel bij prostaatkanker;1626,87
Kijkoperatie en/of verwijderen van weefsel tijdens ziekenhuisopname bij prostaatkanker;7448,31
Het spoelen van de blaas met vloeistof bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);2291,24
Het spoelen van de blaas met vloeistof bij blaaskanker;1682,78
Kijkoperatie bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);1888,45
Kijkoperatie tijdens ziekenhuisopname bij goedaardig of kwaadaardig gezwel van de nier(en) of urineweg(en);5626,68
Kijkoperatie in de buikholte en/of het verwijderen van weefsel bij kanker aan de nier(en) of urineweg(en);6379,58
Kijkoperatie in de buikholte en/of het verwijderen van weefsel tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);11787,05
Kijkoperatie in de buikholte en/of het verwijderen van weefsel en/of operatief verwijderen van lymfeklieren bij kanker aan de nier(en) of urineweg(en);5979,07
Kijkoperatie in de buikholte en/of het verwijderen van weefsel en/of operatief verwijderen van lymfeklieren tijdens een ziekenhuisopname bij kanker aan de nier(en) of urineweg(en);11000,72
Kijkoperatie bij goedaardig of kwaadaardig gezwel van de blaas;5948,03
Kijkoperatie in de buikholte en/of wegbranden van weefsel bij goedaardig of kwaadaardig gezwel van de blaas;5219,38
Kijkoperatie in de buikholte en/of wegbranden van weefsel tijdens een ziekenhuisopname bij goedaardig of kwaadaardig gezwel van de blaas;8774,13
Operatief verwijderen van lymfeklieren met kijkoperatie in de buikholte en/of wegbranden van weefsel bij blaaskanker;21409,68
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal, ziekenhuisopname meer dan 2 verpleegdagen bij een goedaardig of kwaadaardig gezwel of poliep van het spijsverteringsstelsel;6032,86
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal met maximaal 2 verpleegdagen bij een goedaardig of kwaadaardig gezwel of poliep van het spijsverteringsstelsel;2276,14
Ingewikkeld onderzoek of behandeling van het maagdarmkanaal bij een goedaardig gezwel in de lever;1257,83
Operatieve ingreep in de borstkas bij goedaardig of kwaadaardig gezwel van het ademhalingsstelsel of andere organen in de borstkas of bij inklemming van de vaatzenuwstreng tussen rib en sleutelbeen;5279,94
